329925000 ; 4
131525000 ; 3
2107925000 ; 4
2496725000 ; 3
29625000 ; 4
509025000 ; 3
748725000 ; 5
1228125000 ; 3
2326525000 ; 2
1747025000 ; 2
749725000 ; 1
170025000 ; 2
1725925000 ; 3
1965625000 ; 3
1229525000 ; 1
8242 ; 4
1641425000 ; 3
66225000 ; 4
1804925000 ; 2
885625000 ; 2
2458425000 ; 4
2084125000 ; 3
1366 ; 5
8262 ; 5
1452925000 ; 1
1003725000 ; 2
1143725000 ; 4
14 ; 5
1043625000 ; 5
1762725000 ; 5
1334125000 ; 3
1562525000 ; 6
1698125000 ; 3
2747 ; 3
1225425000 ; 3
1501925000 ; 2
242825000 ; 2
1085425000 ; 2
120 ; 3
1820625000 ; 4
1241125000 ; 4
661625000 ; 4
8319 ; 4
1280625000 ; 3
1999725000 ; 4
1023525000 ; 1
306325000 ; 5
980325000 ; 7
1083325000 ; 3
61025000 ; 4
1019825000 ; 4
579925000 ; 3
433025000 ; 3
1338525000 ; 2
1384825000 ; 3
219025000 ; 4
16558 ; 1
915725000 ; 1
1557125000 ; 5
181 ; 4
1356925000 ; 5
2492925000 ; 3
9008 ; 3
757325000 ; 4
542925000 ; 2
1509925000 ; 4
895925000 ; 3
1433125000 ; 1
695725000 ; 3
935425000 ; 3
1414825000 ; 2
216 ; 3
974925000 ; 4
2273525000 ; 1
1933725000 ; 4
334825000 ; 3
545825000 ; 2
592425000 ; 5
2152325000 ; 4
413825000 ; 3
1032825000 ; 2
16637 ; 1
1412125000 ; 4
8450 ; 3
1393525000 ; 1
1333325000 ; 2
2410425000 ; 6
1830925000 ; 3
432225000 ; 6
851025000 ; 3
271525000 ; 2
288 ; 2
1269825000 ; 5
1038025000 ; 2
1788725000 ; 2
390025000 ; 3
230725000 ; 2
908925000 ; 4
569125000 ; 6
1867725000 ; 1
1427825000 ; 2
1667525000 ; 3
987925000 ; 2
1092125000 ; 2
887825000 ; 3
1506025000 ; 2
727125000 ; 3
24919 ; 3
1446225000 ; 2
766625000 ; 5
2124225000 ; 3
1725425000 ; 5
1385625000 ; 3
8550 ; 6
71025000 ; 1
1507425000 ; 2
1944025000 ; 6
1932225000 ; 3
1024725000 ; 3
2323325000 ; 1
1421525000 ; 2
1003625000 ; 5
534725000 ; 3
8587 ; 4
2102025000 ; 3
263425000 ; 4
1461925000 ; 2
16799 ; 2
1980825000 ; 2
1301225000 ; 2
230425000 ; 2
1780625000 ; 3
621625000 ; 4
1340725000 ; 5
1580425000 ; 4
1811325000 ; 3
16818 ; 1
6899 ; 4
1559325000 ; 2
539925000 ; 3
770925000 ; 3
458 ; 5
919225000 ; 3
1049025000 ; 3
2157225000 ; 5
1717325000 ; 5
318625000 ; 4
218525000 ; 4
358125000 ; 6
2386625000 ; 1
490 ; 3
1216825000 ; 5
2175625000 ; 2
2499225000 ; 2
1496025000 ; 5
16885 ; 3
576725000 ; 4
2454825000 ; 7
1049125000 ; 5
2354725000 ; 2
1335325000 ; 5
755825000 ; 2
1474925000 ; 2
895425000 ; 1
1374825000 ; 5
930325000 ; 1
747525000 ; 3
1893725000 ; 5
532 ; 3
434425000 ; 3
1872625000 ; 6
1675625000 ; 3
1572325000 ; 5
653025000 ; 3
559 ; 1
8752 ; 5
204725000 ; 2
503725000 ; 4
1511725000 ; 4
16951 ; 4
12925000 ; 3
2370425000 ; 1
2030625000 ; 4
2170225000 ; 1
1011225000 ; 4
936125000 ; 1
1050725000 ; 4
2349325000 ; 3
